Distribuidor;CNPJ;Codigo Vendedor;Codigo Cliente;Codigo Produto;Quantidade;Valor Total;Data;Numero Nota;Tipo de Saida;
IMPORTADORA BAGE SA;92785047000126;000324;008484;000164;1;6674;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;000130;6;20910;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;006762;2;8828;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;013460;6;33593;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;013461;6;21529;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;000723;6;24050;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;002061;1;17764;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;002497;1;5757;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;001708;1;17053;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;001500;2;19666;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;012861;1;8790;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;007707;2;1920;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;003411;1;5870;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;006348;2;10206;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;002376;2;7424;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;001712;1;2446;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;001164;2;14088;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;001047;2;19982;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;000130;4;14051;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;006762;4;18204;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;013460;6;34632;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;013461;2;7398;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;995635;001752;1;43229;20250428;001113240;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;995635;001644;1;4563;20250428;001113240;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;007220;001741;25;340883;20250428;001113241;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;000723;24;92922;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;000724;6;41444;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;007712;1;8768;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;007711;1;6335;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;006347;2;6064;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;001710;3;6274;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;000344;3;10851;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;001712;4;8805;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;005995;12;75308;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;000164;3;18578;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;000996;9;40346;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000180;061998;006710;6;17288;20250428;001113242;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;009936;001707;4;40766;20250428;001113264;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;006921;000724;8;55922;20250428;001113261;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;006921;000722;1;6857;20250428;001113261;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;006921;013460;8;46176;20250428;001113261;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;006921;013461;2;7398;20250428;001113261;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;994408;001742;1;14364;20250428;001113266;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;994408;005071;2;113371;20250428;001113266;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;994408;004795;1;66168;20250428;001113266;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;994408;001733;3;62202;20250428;001113266;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;004133;001789;1;9044;20250428;001113268;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;004133;006347;6;18192;20250428;001113268;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;004133;001710;6;12549;20250428;001113268;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;992990;013522;2;3437;20250428;001113251;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;992990;007708;1;1293;20250428;001113251;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;992990;007709;1;1813;20250428;001113251;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;992990;006344;2;10582;20250428;001113251;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;992990;006343;2;6585;20250428;001113251;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;992990;000149;1;14882;20250428;001113251;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;992990;001580;3;9693;20250428;001113251;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;016341;001708;6;85230;20250428;001113252;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;016341;001707;6;56597;20250428;001113252;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;016341;007707;8;6773;20250428;001113252;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;016341;007708;5;5821;20250428;001113252;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;016341;007709;3;4895;20250428;001113252;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;012234;001695;1;2114;20250428;001113253;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;012234;001047;1;9691;20250428;001113253;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;012234;006710;12;33538;20250428;001113253;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;988185;008542;3;9861;20250428;001113254;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;988185;008540;8;15000;20250428;001113254;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;988185;013461;3;13872;20250428;001113254;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060921;013522;2;3508;20250428;001113256;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060921;006343;1;3360;20250428;001113256;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060921;005995;2;13946;20250428;001113256;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060921;000722;1;6857;20250428;001113256;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060921;000164;1;6330;20250428;001113256;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060921;000996;2;9165;20250428;001113256;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060921;004854;2;8996;20250428;001113256;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060921;003384;1;5993;20250428;001113256;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060921;001434;1;29566;20250428;001113256;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060921;006762;1;4551;20250428;001113256;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;987900;000130;24;81436;20250428;001113257;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;009780;001164;1;7044;20250428;001113149;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;009780;005995;1;6973;20250428;001113149;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;009780;010169;1;8277;20250428;001113149;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;009780;000724;2;14542;20250428;001113149;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;009780;003012;4;14588;20250428;001113149;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;064455;000064;25;116925;20250428;001113144;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;064455;009860;5;53895;20250428;001113144;VENDA;
IMPORTADORA BAGE SA;92785047000126;000334;063512;006761;1;4218;20250428;001113145;VENDA;
IMPORTADORA BAGE SA;92785047000126;000334;063512;000130;3;11976;20250428;001113145;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;002046;013522;2;2104;20250428;001113429;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000213;999365;001047;1;5994;20250428;001113430;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000213;003175;001047;1;5994;20250428;001113348;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;002124;012859;20;74172;20250428;001113322;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;002124;006345;3;10890;20250428;001113322;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;002124;020230;5;32061;20250428;001113322;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;002124;004516;2;7900;20250428;001113322;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;002124;003411;4;14829;20250428;001113322;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;002124;006959;4;19284;20250428;001113322;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000145;061585;006710;1;1819;20250428;001113353;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000234;013789;001771;8;18283;20250428;001113385;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000202;989612;001771;24;52113;20250428;001113365;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000202;989612;001788;5;28854;20250428;001113365;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000304;061192;012859;2;7046;20250428;001113422;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000320;009233;001771;1;2171;20250428;001113279;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000145;996015;014122;1;1770;20250428;001113290;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000145;996015;004854;1;2841;20250428;001113290;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000145;996015;001771;40;86856;20250428;001113290;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000145;996015;013461;2;5548;20250428;001113290;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000210;002038;004529;1;8599;20250428;001113288;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000320;003393;001710;1;1366;20250428;001113247;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000304;009936;012859;2;7046;20250428;001113264;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000234;997914;001643;1;1281;20250428;001113170;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;017123;004532;2;9604;20250428;001113186;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;017123;010903;2;6490;20250428;001113186;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;017123;011708;2;4626;20250428;001113186;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;017123;000136;2;15912;20250428;001113186;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;017123;000149;2;19182;20250428;001113186;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000003;017123;000710;2;17077;20250428;001113186;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000226;060839;012859;2;7046;20250428;001113228;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000202;015972;001644;6;26518;20250428;001113147;VENDA;
IMPORTADORA BAGE SA;92785047000126;000202;015972;005067;2;53645;20250428;001113147;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;000723;5;22775;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;001732;1;12664;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;001794;2;10890;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;007711;1;7453;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;006348;1;5103;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;006347;1;3369;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;002376;1;3712;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;001710;1;2324;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;006345;1;5748;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;006344;1;5399;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;000344;1;4019;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;001694;1;3854;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;001246;001805;4;24222;20250428;001113092;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;004825;001805;2;12486;20250428;001113099;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;001805;2;12486;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;000452;001805;2;12486;20250428;001113137;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;001805;12;63678;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;995178;001805;2;12486;20250428;001113187;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;013411;001805;2;12111;20250428;001113161;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;060861;001805;4;22474;20250428;001113182;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;060861;001799;1;12932;20250428;001113182;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;004133;001805;2;12486;20250428;001113268;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;009936;001805;2;12486;20250428;001113264;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;012402;001805;2;12486;20250428;001113235;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;001805;1;6055;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;998410;001805;2;12486;20250428;001113250;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;009679;001799;3;33451;20250428;001113297;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;009679;001805;3;14533;20250428;001113297;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;999717;001805;3;18729;20250428;001113273;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;999717;001799;3;43107;20250428;001113273;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;996988;001805;3;16856;20250428;001113366;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;000445;001805;2;12486;20250428;001113315;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;999365;001805;4;21226;20250428;001113430;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;999365;001799;8;97709;20250428;001113430;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;005359;001805;1;6055;20250428;001113432;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;002046;001805;6;33712;20250428;001113429;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;998706;001805;1;6243;20250428;001113427;VENDA;
IMPORTADORA BAGE SA;92785047000126;000216;998676;003481;2;4418;20250428;001113407;VENDA;
IMPORTADORA BAGE SA;92785047000126;000216;998676;006959;1;7633;20250428;001113407;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;061995;006709;1;10043;20250428;001113409;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;061995;001736;6;56676;20250428;001113409;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;061995;001781;6;88648;20250428;001113409;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;061995;003212;1;20118;20250428;001113409;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;061995;004532;1;7203;20250428;001113409;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;061995;000136;2;22674;20250428;001113409;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;061995;001500;2;17699;20250428;001113409;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;061995;001721;2;27862;20250428;001113409;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;999221;014122;1;3105;20250428;001113410;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;999221;000723;3;13665;20250428;001113410;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;004013;001710;5;11620;20250428;001113418;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;993785;000722;2;13714;20250428;001113420;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;993785;001771;12;34742;20250428;001113420;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;993785;001434;1;29566;20250428;001113420;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;993785;006762;4;18204;20250428;001113420;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;061192;012454;2;13484;20250428;001113422;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;061192;012455;2;15124;20250428;001113422;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;061192;001708;1;17053;20250428;001113422;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;061192;001707;1;11324;20250428;001113422;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;061192;007206;5;39560;20250428;001113422;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;061192;001713;1;4721;20250428;001113422;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;061192;013734;1;7722;20250428;001113422;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;061192;007369;1;42299;20250428;001113422;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;061192;001047;2;19982;20250428;001113422;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;001981;005995;2;8116;20250428;001113095;BONIFICACAO;
IMPORTADORA BAGE SA;92785047000126;000324;987917;005995;2;13946;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;001164;2;14088;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;000722;3;20571;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;008542;10;27939;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;008544;5;20791;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;008540;10;15937;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;006710;10;30330;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;006762;30;122877;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;013460;5;28860;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;013461;5;18496;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;987917;001797;3;7851;20250428;001113148;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;996570;001730;24;153052;20250428;001113413;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;996570;001644;24;96068;20250428;001113413;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;012234;007711;2;14458;20250428;001113416;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;998706;000722;1;6857;20250428;001113427;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;998706;006959;2;15266;20250428;001113427;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;998706;014122;4;11800;20250428;001113427;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;002046;001733;1;23038;20250428;001113429;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;002046;013522;10;17540;20250428;001113429;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;002046;006348;1;5103;20250428;001113429;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;002046;006347;2;6738;20250428;001113429;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;010174;007206;1;7912;20250428;001113415;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;010174;007712;1;10316;20250428;001113415;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;010174;007711;1;7453;20250428;001113415;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;010174;006710;4;12132;20250428;001113415;VENDA;
IMPORTADORA BAGE SA;92785047000126;000216;999718;001752;2;77358;20250428;001113411;VENDA;
IMPORTADORA BAGE SA;92785047000126;000216;999718;004529;5;60915;20250428;001113411;VENDA;
IMPORTADORA BAGE SA;92785047000126;000216;999718;001754;1;64008;20250428;001113411;VENDA;
IMPORTADORA BAGE SA;92785047000126;000216;999718;004528;5;108970;20250428;001113411;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;999660;001500;2;19666;20250428;001113425;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;999660;012861;2;27014;20250428;001113425;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;995588;002756;1;35983;20250428;001113426;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;995588;001796;24;41860;20250428;001113426;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;995588;011708;30;98302;20250428;001113426;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;995588;001752;2;81909;20250428;001113426;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;995588;001781;1;15643;20250428;001113426;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;995588;002061;2;31975;20250428;001113426;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;995588;000396;4;14965;20250428;001113426;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;995588;000136;4;45349;20250428;001113426;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;995588;001695;6;11772;20250428;001113426;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;989624;000723;3;13665;20250428;001113423;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;989624;000724;4;29084;20250428;001113423;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;989624;001712;4;9784;20250428;001113423;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;989624;000130;3;11976;20250428;001113423;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;989624;006762;4;18204;20250428;001113423;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;005359;001164;1;6832;20250428;001113432;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;005359;008540;2;3637;20250428;001113432;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;005359;000996;1;4831;20250428;001113432;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;005359;001848;1;6274;20250428;001113432;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;005359;001802;4;12287;20250428;001113432;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;004098;001500;4;38152;20250428;001113428;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;004098;001710;6;12173;20250428;001113428;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;004098;001712;6;12812;20250428;001113428;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;999365;001047;10;99910;20250428;001113430;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;999365;006762;12;49150;20250428;001113430;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;999365;001797;4;10468;20250428;001113430;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;998394;000724;4;29084;20250428;001113431;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;998394;007709;4;7400;20250428;001113431;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;998394;000722;3;20571;20250428;001113431;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;998394;013734;2;15444;20250428;001113431;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;998394;000130;2;7984;20250428;001113431;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;998394;001434;1;29566;20250428;001113431;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;001530;001703;5;13990;20250428;001113317;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;013312;001708;2;32310;20250428;001113318;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;013312;006761;2;8880;20250428;001113318;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;013312;006710;2;6386;20250428;001113318;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;000445;006348;6;29087;20250428;001113315;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;000445;001164;1;7044;20250428;001113315;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;000445;006710;2;6066;20250428;001113315;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;000704;001720;3;17154;20250428;001113336;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;000704;002303;2;7038;20250428;001113336;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;002226;001708;7;98421;20250428;001113337;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;002226;001707;3;28009;20250428;001113337;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;002226;006762;2;8828;20250428;001113337;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;002226;013461;1;4261;20250428;001113337;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997537;000723;4;16398;20250428;001113338;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997537;000724;3;21813;20250428;001113338;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997537;001732;1;12664;20250428;001113338;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997537;000722;3;20571;20250428;001113338;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997537;000130;8;28742;20250428;001113338;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997537;006762;6;27306;20250428;001113338;VENDA;
IMPORTADORA BAGE SA;92785047000126;000073;995558;001047;3;30604;20250428;001113191;VENDA;
IMPORTADORA BAGE SA;92785047000126;000073;995558;006960;1;10490;20250428;001113191;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;995178;000723;12;49194;20250428;001113187;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;995178;005220;2;20302;20250428;001113187;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;995178;006710;2;6066;20250428;001113187;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;061995;001755;2;16290;20250428;001113140;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;061995;007257;3;23649;20250428;001113140;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;004095;001802;3;9501;20250428;001113215;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;997106;013460;2;12727;20250428;001113221;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;997106;013461;2;8156;20250428;001113221;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;017999;008542;2;6574;20250428;001113223;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;017999;008540;2;3750;20250428;001113223;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;000723;2;9110;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;000724;2;14542;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;001707;4;40766;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;001732;1;12664;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;006347;1;3369;20250428;001113228;VENDA;
